300,tidyselect
301,tidyterra
302,tidyverse
303,timeOmics
304,triebeard
305,truncnorm
306,tryCatchLog
307,tweenr
308,twosamples
309,urlchecker
310,urltools
311,usethis
312,uuid
313,vcd
314,vegan
315,VIM
316,visNetwork
317,vroom
318,whisker
319,xgboost
320,xopen
321,xtable
322,XVector
323,zCompositions
324,zip
325,zlibbioc
326,bayesplot
327,BH
328,BIOMASS
329,bridgesampling
330,brms
331,Brobdingnag
332,distributional
333,ggridges
334,inline
335,loo
336,matrixStats
337,minpack.lm
338,nleqslv
339,pkgbuild
340,posterior
341,proj4
342,QuickJSR
343,Rcpp
344,RcppEigen
345,RcppParallel
346,rstan
347,rstantools
348,s2
349,sf
350,StanHeaders
351,tensorA
352,wk
353,abind
354,ape
355,askpass
356,backports
357,base
358,base64enc
359,bit
360,bit64
361,boot
362,brio
363,broom
364,bslib
365,cachem
366,callr
367,caret
368,checkmate
369,class
370,classInt
371,cli
372,clock
373,cluster
374,coda
375,codetools
376,colorspace
377,compiler
378,covr
379,cpp11
380,crayon
381,curl
382,data.table
383,datasets
384,DBI
385,decor
386,desc
387,diagram
388,diffobj
389,digest
390,doParallel
391,dplyr
392,e1071
393,ellipsis
394,evaluate
395,fansi
396,farver
397,fastmap
398,fontawesome
399,foreach
400,foreign
401,formatR
402,Formula
403,fs
404,future
405,future.apply
406,gamm4
407,geepack
408,generics
409,ggplot2
410,ggplot2movies
411,globals
412,glue
413,gower
414,graphics
415,grDevices
416,grid
417,gridExtra
418,gtable
419,hardhat
420,here
421,hexbin
422,highr
423,Hmisc
424,htmlTable
425,htmltools
426,htmlwidgets
427,httr
428,igraph
429,igraphdata
430,insight
431,ipred
432,isoband
433,iterators
434,jose
435,jquerylib
436,jsonlite
437,KernSmooth
438,knitr
439,labeling
440,lattice
441,lava
442,lazyeval
443,lifecycle
444,listenv
445,lme4
446,lubridate
447,magrittr
448,mapproj
449,maps
450,maptools
451,MASS
452,Matrix
453,MatrixModels
454,memoise
455,methods
456,mgcv
457,mime
458,minqa
459,mlbench
460,ModelMetrics
461,multcomp
462,MuMIn
463,munsell
464,mvtnorm
465,nimble
466,nlme
467,nloptr
468,nnet
469,numDeriv
470,nycflights13
471,openssl
472,parallel
473,parallelly
474,pillar
475,pkgconfig
476,pkgKitten
477,pkgload
478,plyr
479,png
480,pracma
481,praise
482,pROC
483,processx
484,prodlim
485,profvis
486,progressr
487,proxy
488,ps
489,purrr
490,quantreg
491,R6
492,RANN
493,rappdirs
494,RColorBrewer
495,Rcpp
496,RcppArmadillo
497,RcppEigen
498,RcppTOML
499,recipes
500,rematch2
501,reshape2
502,reticulate
503,rex
504,rgeos
505,rgl
506,rlang
507,rmarkdown
508,rpart
509,rprojroot
510,rstudioapi
511,RUnit
512,s2
513,sandwich
514,sass
515,scales
516,shape
517,slam
518,sp
519,SparseM
520,spatial
521,splines
522,spOccupancy
523,SQUAREM
524,stats
525,stats4
526,stringi
527,stringr
528,survival
529,svglite
530,sys
531,systemfonts
532,tcltk
533,testthat
534,textshaping
535,TH.data
536,tibble
537,tidyr
538,tidyselect
539,timechange
540,timeDate
541,tinytest
542,tinytex
543,tools
544,tzdb
545,units
546,utf8
547,utils
548,vctrs
549,vdiffr
550,viridis
551,viridisLite
552,waldo
553,withr
554,wk
555,xfun
556,xml2
557,yaml
558,zoo
